Student ID,Age,Gender,Year,GPA,Brain Dominance,Time Spent on Video (min),Avg Video Score,Video Completion Rate (%),Time Spent on Audio (min),Avg Audio Score,Audio Completion Rate (%),Time Spent on Article (min),Avg Article Score,Article Completion Rate (%),Time Spent on Interactive (min),Avg Interactive Score,Interactive Completion Rate (%),Progress (%),Total Scroll Depth on Articles (%),Visual,Aural,Read/Write,Kinesthetic,Primary VARK
1671,21,F,4th,2.46,Left,62,65,51,56,59,48,78,80,56,64,52,40,82,31,25.07,22.94,30.22,21.77,Read/Write
1672,24,F,4th,3.52,Balanced,47,71,41,63,66,39,56,70,52,54,60,23,71,69,24.99,25.99,27.54,21.48,Read/Write
1673,24,F,1st,2.13,Left,57,79,52,50,73,37,66,65,60,62,80,55,100,72,25.67,22.08,25.47,26.79,Kinesthetic
1674,22,M,2nd,3.88,Left,52,70,61,46,47,16,54,74,61,57,56,29,60,84,29.25,17.67,30.29,22.78,Visual
1675,20,M,4th,3.03,Right,57,68,65,55,77,47,49,62,50,40,69,36,54,68,27.73,26.68,23.69,21.9,Visual
1676,23,F,3rd,3.22,Balanced,56,45,39,77,74,38,55,70,55,85,71,54,86,81,19.24,26.52,25.24,29,Kinesthetic
1677,18,F,3rd,3.58,Right,85,74,42,55,54,49,54,54,61,50,63,34,90,70,29.82,23.26,24.71,22.2,Visual
1678,23,M,4th,3.93,Right,66,66,47,89,66,64,43,52,54,68,74,56,100,43,24.19,29,20.02,26.8,Aural
1679,18,F,1st,2.92,Balanced,51,55,33,53,62,61,59,62,55,69,82,61,98,88,19.92,24.89,24.89,30.3,Kinesthetic
1680,21,F,2nd,2.52,Left,46,69,49,51,71,29,68,69,35,58,75,49,97,31,24.49,22.87,25.53,27.11,Kinesthetic
1681,18,M,4th,2.92,Left,49,49,49,55,77,51,61,76,61,35,64,46,70,47,21.44,27.4,29.32,21.84,Read/Write
1682,23,M,4th,3.32,Left,44,59,28,51,77,52,48,55,32,49,63,46,56,72,21.88,29.86,22.27,25.99,Aural
1683,25,F,1st,3.09,Balanced,62,53,38,62,70,58,74,77,50,52,47,40,54,96,22.3,27.87,29.62,20.21,Read/Write
1684,22,M,3rd,2.5,Balanced,30,66,50,78,70,58,43,56,51,60,72,48,51,55,21.82,29.78,21.9,26.49,Aural
1685,22,F,1st,2.18,Right,62,66,50,78,84,61,54,53,26,61,68,59,96,42,24.62,30.9,18.55,25.93,Visual
1686,21,F,1st,2.26,Left,40,47,48,66,62,36,55,71,37,65,63,35,83,77,21.34,26.16,26.44,26.06,Read/Write
1687,23,F,4th,3.6,Balanced,51,49,33,89,77,65,49,56,49,62,58,58,92,75,19.24,33.08,22.25,25.43,Aural
1688,21,M,1st,2.66,Balanced,60,70,37,59,60,50,60,73,59,60,66,55,77,37,23.83,23.66,27.09,25.42,Read/Write
1689,22,F,4th,3.56,Balanced,41,53,37,65,74,56,62,58,43,65,67,53,96,36,19.61,28.98,24.05,27.35,Aural
1690,21,F,2nd,3.24,Left,54,55,72,59,63,35,59,73,38,61,61,42,100,62,26.37,23.54,25.71,24.38,Visual
1691,20,F,1st,2.38,Balanced,69,48,34,72,73,82,43,48,30,73,79,63,92,49,20.96,31.55,17.2,30.29,Aural
1692,21,F,3rd,2.96,Left,63,80,60,54,70,44,59,72,53,86,76,73,59,54,25.82,21.51,23.39,29.27,Kinesthetic
1693,25,F,3rd,2.41,Balanced,45,47,46,73,46,11,60,55,43,68,83,80,78,66,20.94,19.8,24.02,35.24,Kinesthetic
1694,20,F,2nd,3.86,Left,42,58,36,57,58,38,58,69,68,62,71,64,56,48,20.27,22.49,28.45,28.8,Kinesthetic
1695,25,F,1st,2.29,Left,44,51,45,71,67,46,28,64,33,49,67,44,65,84,22.69,29.82,21.15,26.35,Aural
1696,25,F,2nd,3.39,Balanced,48,55,51,64,65,53,78,72,44,50,56,52,59,35,22.36,26.43,28.29,22.92,Read/Write
1697,22,M,4th,2.42,Right,54,76,41,55,54,38,56,63,31,56,61,50,72,58,27.28,22.93,23.76,26.03,Visual
1698,23,M,2nd,3.95,Balanced,60,54,45,63,68,48,45,50,43,62,60,40,70,64,24.74,28.19,21.62,25.44,Aural
1699,18,F,3rd,3.14,Left,50,71,57,79,75,70,58,55,42,61,79,59,52,72,23.74,29.32,20.41,26.53,Aural
1700,23,F,1st,2.23,Right,58,68,53,61,71,52,61,56,45,67,63,54,86,49,25.37,26.12,22.73,25.79,Aural
1701,24,F,4th,2.54,Right,66,65,62,53,61,51,48,69,42,64,73,49,59,41,27.09,23.39,22.97,26.55,Visual
1702,21,M,3rd,2.59,Balanced,55,68,54,29,66,45,51,63,45,54,72,57,99,75,26.67,21.64,24.04,27.65,Kinesthetic
1703,22,F,3rd,2.93,Right,46,58,23,63,70,55,35,62,21,51,47,39,96,55,22.55,32.56,21.37,23.52,Aural
1704,23,M,4th,3.62,Balanced,61,72,53,66,62,59,52,69,46,41,53,44,51,54,27.51,27.21,24.89,20.39,Visual
1705,23,M,1st,2.16,Right,48,51,57,58,59,42,74,73,52,54,76,71,91,51,21.59,22.3,27.87,28.24,Kinesthetic
1706,23,F,2nd,2.78,Balanced,70,57,47,44,67,47,46,69,52,57,68,50,99,47,25.36,23.7,24.97,25.97,Kinesthetic
1707,24,F,3rd,2.66,Right,65,64,36,60,58,43,51,52,23,48,50,31,97,69,28.42,27.5,21.86,22.22,Visual
1708,20,M,1st,3.08,Right,54,72,62,62,67,54,73,76,69,59,70,63,63,60,24.2,23.44,27.78,24.58,Read/Write
1709,24,M,4th,3.38,Right,34,47,37,64,71,57,80,83,54,56,52,30,81,38,17.84,28.78,32.65,20.73,Read/Write
1710,19,M,2nd,3.35,Left,67,75,75,52,74,51,41,64,46,66,81,45,77,51,28.98,24.15,20.64,26.23,Visual
1711,25,M,4th,3.62,Balanced,51,52,31,46,55,47,78,76,62,64,71,59,65,45,19.48,21.42,31.07,28.03,Read/Write
1712,21,M,1st,3.92,Left,19,51,33,63,68,60,58,52,37,52,55,36,79,61,18.2,32.41,24.92,24.47,Aural
1713,19,M,4th,2.04,Right,38,48,59,43,66,39,60,68,42,47,40,57,80,84,23.64,24.96,28.29,23.1,Read/Write
1714,25,F,4th,2.19,Balanced,41,60,62,62,58,28,82,72,60,61,62,24,88,55,24.21,22.13,31.48,22.18,Read/Write
1715,19,F,1st,2.24,Right,34,65,49,63,60,49,57,71,60,55,49,32,78,45,23.38,26.46,29.17,20.99,Read/Write
1716,18,M,1st,3.75,Left,53,52,34,44,49,42,41,50,31,56,80,52,82,84,23.65,22.89,20.98,32.48,Kinesthetic
1717,22,F,1st,2.12,Right,22,41,42,42,69,48,47,54,30,71,74,63,66,54,17.39,26.67,21.84,34.1,Kinesthetic
1718,24,M,3rd,3.83,Left,63,76,67,66,76,53,36,56,50,63,63,61,81,61,28.2,26.86,19.59,25.36,Visual
1719,19,M,1st,3.34,Balanced,38,56,44,58,78,59,54,73,67,53,75,58,76,86,19.41,27.39,27.05,26.15,Aural
1720,18,F,2nd,2.74,Right,73,53,47,50,56,36,63,71,48,71,61,40,79,90,25.44,21.44,27.45,25.67,Read/Write
1721,18,F,2nd,3.33,Balanced,60,74,54,50,54,40,99,82,59,63,73,58,89,92,24.72,18.83,31.07,25.38,Read/Write
1722,22,M,3rd,2.47,Right,46,48,43,32,53,33,86,65,60,37,46,27,86,63,23.66,20.98,35.98,19.38,Read/Write
1723,24,F,2nd,2.1,Balanced,62,63,56,65,71,46,36,63,40,55,58,42,50,81,27.22,27.72,21.56,23.5,Aural
1724,23,M,4th,3.37,Left,45,52,54,49,70,56,70,68,54,83,74,40,90,73,20.96,24.7,26.73,27.6,Kinesthetic
1725,20,M,1st,2.86,Balanced,62,72,64,74,65,51,50,53,32,75,74,59,77,95,27.11,25.84,18.64,28.41,Kinesthetic
1726,19,F,3rd,2.09,Balanced,63,77,58,37,72,33,55,64,43,65,77,50,94,56,28.29,20.99,23.19,27.53,Visual
1727,22,M,2nd,3.7,Balanced,24,66,33,53,80,55,55,86,71,45,50,16,67,91,19.92,29.49,33.06,17.54,Read/Write
1728,25,F,3rd,2.51,Right,46,46,29,66,67,52,56,59,28,69,60,40,51,98,19.61,29.82,23.39,27.18,Visual
1729,21,F,3rd,2.09,Balanced,35,52,38,69,58,48,72,65,54,41,65,41,60,85,19.82,27.07,29.62,23.49,Read/Write
1730,22,F,2nd,3.89,Left,54,67,47,100,67,54,49,44,34,63,68,55,95,75,24.28,31.04,18.07,26.62,Visual
1731,25,M,3rd,2.15,Right,42,60,34,82,68,60,45,57,57,55,67,47,100,52,20.58,30.69,23.48,25.24,Aural
1732,25,F,1st,2.56,Right,63,81,54,48,49,29,52,78,50,47,39,40,71,37,31.59,19.98,28.92,19.51,Visual
1733,21,F,3rd,2.87,Left,66,79,70,79,75,50,54,69,58,70,76,50,60,30,26.94,25.57,22.78,24.71,Visual
1734,21,M,2nd,3.76,Balanced,75,73,45,63,74,60,39,47,39,56,73,68,68,38,27.13,27.67,17.56,27.63,Aural
1735,22,M,2nd,2.72,Balanced,41,72,72,59,71,42,65,69,45,35,58,36,68,53,27.68,25.92,26.75,19.65,Visual
1736,24,F,2nd,3.48,Balanced,63,70,54,46,63,57,56,62,42,60,55,81,50,63,26.55,23.6,22.8,27.05,Kinesthetic
1737,22,M,2nd,3.02,Balanced,74,72,51,65,65,55,32,54,42,29,43,42,64,99,31.48,29.44,20.8,18.28,Visual
1738,19,M,1st,3.22,Balanced,70,79,48,51,82,63,85,72,48,58,64,42,84,68,25.94,25.94,26.6,21.53,Read/Write
1739,18,M,3rd,2.03,Balanced,49,55,13,44,59,32,47,61,38,54,66,55,71,69,20.71,23.67,25.46,30.15,Kinesthetic
1740,21,M,2nd,3.03,Balanced,57,65,27,63,74,70,45,58,20,43,53,34,68,40,24.65,33.46,20.56,21.33,Aural
1741,23,F,3rd,3.84,Balanced,60,51,36,59,53,62,38,53,22,44,50,37,52,40,25.87,30.23,20.61,23.29,Aural
1742,21,F,4th,2.29,Balanced,49,54,33,63,67,63,47,76,46,59,75,78,95,40,19.23,26.89,24.27,29.6,Kinesthetic
1743,18,M,1st,2.65,Right,42,63,37,48,54,37,73,81,39,42,55,35,60,58,23.61,22.74,31.87,21.78,Read/Write
1744,20,F,1st,3.4,Left,44,54,18,56,74,65,76,89,67,37,57,38,52,39,17.49,28.66,34.15,19.7,Read/Write
1745,21,M,2nd,3.55,Left,54,62,44,68,63,52,30,49,55,31,62,36,97,99,26.39,29.8,21.96,21.86,Visual
1746,19,M,4th,2.54,Balanced,44,56,37,66,53,39,82,77,56,57,47,45,52,41,21.13,23.85,32.67,22.35,Read/Write
1747,24,F,3rd,3,Left,80,70,52,56,79,54,63,62,38,65,60,58,93,84,27.24,26.03,22.2,24.54,Visual
1748,25,M,4th,2.6,Right,49,60,63,37,54,49,54,59,47,70,80,70,75,90,24.73,20.35,23.14,31.77,Kinesthetic
1749,25,F,3rd,3.66,Balanced,62,72,39,49,68,28,52,67,42,57,48,41,65,53,27.75,23.62,25.82,22.82,Visual
1750,25,F,1st,3.11,Balanced,78,63,42,42,61,42,85,59,43,68,63,32,84,33,26.84,21.75,27.19,24.21,Read/Write
1751,23,M,4th,3.53,Right,60,58,49,58,79,51,50,65,51,47,58,48,60,39,24.5,28.18,24.67,22.66,Aural
1752,22,M,1st,2.11,Left,61,62,43,56,72,52,55,74,64,68,68,65,65,32,22.44,24.52,26.16,26.88,Kinesthetic
1753,18,M,1st,3.53,Left,46,66,54,55,76,57,49,56,61,49,70,61,94,73,23.82,27.03,23.4,25.76,Aural
1754,25,M,4th,3.78,Left,73,66,40,61,55,47,63,70,49,45,61,61,72,57,25.94,23.4,26.49,24.17,Read/Write
1755,21,M,4th,2.45,Balanced,34,57,39,43,56,18,39,51,17,72,49,32,80,84,25.78,23.47,21.45,29.3,Kinesthetic
1756,22,F,4th,3.23,Left,65,75,44,73,79,65,87,86,77,54,68,55,69,34,22.46,26.15,29.94,21.45,Read/Write
1757,20,F,3rd,3.65,Balanced,66,67,49,32,52,35,62,75,60,69,77,53,86,40,25.95,17.32,28.2,28.54,Kinesthetic
1758,21,M,4th,2.68,Balanced,56,60,30,50,78,58,46,48,34,54,69,51,53,97,23.09,29.49,20.03,27.4,Aural
1759,23,M,4th,3.29,Balanced,61,61,50,74,61,49,70,77,59,56,79,54,72,66,22.8,24.22,27.46,25.52,Read/Write
1760,20,M,4th,3.23,Left,69,74,39,65,52,40,67,44,41,68,69,51,88,94,27.24,22.98,21.97,27.81,Kinesthetic
1761,20,M,1st,3.09,Balanced,79,79,59,61,79,44,65,86,49,37,52,34,70,96,29.58,25.57,27.8,17.06,Visual
1762,23,F,4th,3.21,Balanced,63,60,42,58,69,41,68,79,65,52,62,72,63,65,22.53,23.26,29.03,25.17,Read/Write
1763,24,F,4th,2.31,Right,54,74,81,47,61,53,54,75,40,72,79,61,91,58,27.58,21.4,22.9,28.13,Kinesthetic
1764,22,F,4th,3.72,Left,51,51,35,45,50,47,39,51,47,91,75,54,77,87,21.64,22.3,21.64,34.43,Kinesthetic
1765,19,M,1st,3.54,Right,45,57,24,52,51,46,61,77,65,48,48,23,62,46,21.49,24.6,33.89,20.01,Read/Write
1766,24,F,2nd,3.73,Left,54,60,55,62,63,63,39,53,34,43,49,19,85,70,28.25,31.24,21.47,19.03,Aural
1767,21,F,4th,3.19,Right,70,74,43,27,45,50,47,57,36,42,45,35,80,82,32.83,21.25,24.66,21.25,Visual
1768,24,F,3rd,2.88,Left,57,68,45,37,50,40,37,64,38,66,70,43,80,34,27.56,20.55,22.94,28.95,Kinesthetic
1769,21,F,4th,3.47,Left,51,71,38,74,70,65,54,64,52,41,52,31,87,93,24.53,31.03,25.56,18.88,Aural
1770,19,F,3rd,2.23,Right,54,47,49,47,50,36,65,56,42,68,65,60,91,61,23.28,21.03,25.53,30.16,Kinesthetic
1771,25,M,1st,3.69,Right,55,81,46,67,68,57,56,76,58,36,41,32,84,49,27.44,28.18,28.27,16.11,Read/Write
1772,21,F,4th,2.76,Balanced,51,62,44,48,63,46,47,52,41,37,52,50,66,32,26.54,26.59,23.51,23.36,Aural
1773,22,F,4th,2.51,Left,51,58,51,57,73,70,59,59,32,63,77,53,66,37,22.64,28.32,21.42,27.61,Aural
1774,18,F,3rd,3.39,Balanced,68,64,34,68,71,66,41,47,38,44,63,48,94,37,25.53,31.17,19.31,23.99,Aural
1775,24,F,1st,2.04,Left,53,69,51,64,79,52,52,67,62,61,75,55,65,43,23.43,26.45,24.3,25.82,Aural
1776,18,F,2nd,3.75,Left,32,60,50,45,63,54,57,78,60,52,76,51,58,90,21.03,23.76,28.69,26.53,Read/Write
1777,19,F,3rd,3.31,Right,47,55,49,59,69,61,48,44,32,48,43,22,90,55,26.16,32.75,21.42,19.67,Aural
1778,24,M,4th,3.48,Right,77,74,65,31,46,55,39,42,46,45,47,45,72,57,35.31,21.61,20.68,22.4,Visual
1779,19,M,3rd,2.39,Balanced,60,79,59,63,62,49,57,71,55,75,77,58,51,54,26.04,22.6,23.99,27.36,Kinesthetic
1780,22,M,3rd,2.34,Balanced,49,56,46,64,68,52,54,68,51,80,49,45,69,90,22.26,27.11,25.67,24.97,Aural
1781,25,M,1st,3.53,Right,67,73,54,67,77,64,62,55,31,66,69,72,71,41,25.74,27.54,19.61,27.11,Aural
1782,22,M,3rd,2.59,Left,61,82,53,50,70,56,59,66,59,45,50,39,68,87,28.66,25.58,26.43,19.33,Visual
1783,18,M,2nd,3.39,Right,58,57,24,74,83,52,46,75,38,64,80,60,82,93,19.52,29.24,22.73,28.5,Aural
1784,24,M,3rd,2.76,Right,70,64,53,44,61,52,33,54,47,59,70,54,80,55,28,23.84,20.43,27.73,Visual
1785,25,M,3rd,3.97,Right,72,71,52,48,58,52,49,47,42,48,84,66,56,55,28.19,22.86,19.81,29.14,Kinesthetic
1786,24,F,3rd,3.96,Right,70,79,71,67,76,56,63,69,31,31,61,30,86,55,30.83,28.08,23.28,17.81,Visual
1787,23,F,4th,2.63,Balanced,35,60,58,50,62,26,66,53,54,43,54,45,82,65,25.35,23.25,27.94,23.45,Read/Write
1788,20,M,4th,2.75,Balanced,66,59,43,58,51,44,43,50,37,62,68,41,88,46,26.89,24.36,21.01,27.75,Kinesthetic
1789,20,F,3rd,2.78,Balanced,41,57,31,55,80,59,43,43,34,29,46,43,61,35,23.26,34.68,21.11,20.95,Aural
1790,19,F,2nd,2.88,Right,33,53,33,47,56,46,53,84,54,65,52,17,88,74,20.26,24.85,32.46,22.43,Read/Write
1791,22,M,4th,2.04,Right,50,52,48,43,51,39,47,55,35,65,60,20,64,70,26.24,23.52,24.36,25.88,Visual
1792,23,F,1st,2.86,Left,78,76,47,50,66,60,58,68,56,47,50,38,75,95,28.99,25.36,26.22,19.43,Visual
1793,25,F,3rd,3.03,Left,49,47,47,59,63,42,81,76,40,33,46,33,90,100,22.88,26.68,32.07,18.37,Read/Write
1794,22,F,2nd,3.41,Left,48,76,80,58,82,45,54,69,48,59,54,38,81,53,28.5,26.39,24.11,21,Visual
1795,18,M,2nd,3.25,Balanced,36,47,28,48,70,45,61,53,52,61,59,43,68,89,18.65,27.43,27.04,26.89,Aural
1796,25,M,1st,3.06,Balanced,27,49,33,60,61,47,47,53,29,31,42,41,56,58,21.3,32.01,24.93,21.76,Aural
1797,23,F,1st,3.63,Balanced,70,62,63,63,72,63,56,73,61,71,73,61,84,37,24.47,25.19,24.32,26.02,Kinesthetic
1798,24,F,1st,2.43,Balanced,74,64,40,43,61,63,82,84,50,31,51,65,60,62,25.08,23.57,30.7,20.64,Read/Write
1799,23,F,3rd,2.25,Right,69,74,42,41,64,58,52,77,60,53,78,45,58,53,25.86,22.74,26.48,24.92,Visual
1800,25,F,1st,2.79,Left,47,52,42,47,41,44,81,77,64,62,60,44,51,44,21.46,19.75,33.57,25.21,Read/Write
1801,20,M,3rd,3.68,Left,67,73,71,73,70,58,46,70,41,47,72,49,84,32,28.29,26.96,21.67,23.08,Visual
1802,22,M,2nd,2.96,Left,57,50,31,48,57,35,47,67,39,64,58,57,76,60,22.5,23.13,25.51,28.86,Visual
1803,21,F,4th,2.78,Balanced,69,63,41,45,55,22,46,69,44,50,59,45,66,56,28.12,20.34,26.38,25.17,Visual
1804,25,F,4th,3.31,Balanced,72,76,50,45,52,41,33,73,77,39,56,58,85,69,29.48,20.5,27.36,22.66,Visual
1805,18,M,4th,3.7,Left,35,62,40,72,72,58,40,50,31,72,69,70,90,79,20.87,29.92,18.23,30.98,Kinesthetic
1806,25,M,2nd,3.09,Balanced,61,71,56,43,58,55,37,68,60,66,79,47,76,41,26.69,22.11,23.67,27.53,Kinesthetic
1807,25,M,2nd,2.74,Right,42,61,48,35,47,47,73,72,62,74,80,75,75,49,21.35,18.02,28.78,31.85,Kinesthetic
1808,19,M,4th,2.67,Right,80,76,54,62,42,22,49,78,54,31,57,33,77,96,32.58,19.38,28.66,19.38,Visual
1809,18,F,4th,2.39,Left,62,62,34,60,72,51,46,52,20,34,56,55,73,99,26.1,30.23,19.77,23.9,Aural
1810,18,M,1st,2.58,Balanced,35,47,34,72,83,39,55,55,46,50,51,56,62,63,18.76,31.59,24.85,24.8,Aural
1811,19,F,1st,2.66,Left,53,49,36,56,89,62,59,65,56,59,73,51,60,91,19.29,29.58,25.21,25.92,Aural
1812,22,F,3rd,3.89,Right,46,61,63,64,69,48,64,72,56,51,69,53,84,97,23.6,25.3,26.79,24.31,Read/Write
1813,23,M,3rd,3.38,Left,53,75,29,71,67,40,71,76,58,70,72,60,97,54,21.7,23.89,27.46,26.95,Read/Write
1814,25,M,4th,2.99,Right,49,61,51,37,65,44,65,54,47,68,83,66,72,73,23.32,21.56,23.66,31.46,Kinesthetic
1815,21,M,3rd,2.78,Right,65,81,57,70,82,81,42,71,57,48,45,16,90,80,28.47,32.22,23.97,15.35,Aural
1816,20,M,2nd,2.54,Left,37,70,45,77,81,63,62,69,69,69,72,38,59,96,20.64,29.2,26.26,23.9,Aural
1817,21,M,4th,2.07,Right,39,71,62,42,52,32,40,71,19,54,56,40,78,88,29.59,21.67,23.24,25.5,Visual
1818,25,M,2nd,2.8,Left,47,61,64,50,48,49,60,76,62,63,47,21,71,31,26.52,22.47,30.79,20.22,Visual
1819,23,F,1st,3.69,Balanced,76,77,56,66,75,59,68,73,61,60,70,31,75,94,26.96,25.85,26.01,21.18,Visual
1820,18,F,1st,2.83,Right,59,48,41,37,61,62,60,78,66,52,46,28,84,47,22.92,25.2,32.14,19.75,Read/Write
1821,21,F,2nd,2.39,Balanced,61,53,52,53,75,42,70,72,66,45,56,70,58,100,22.95,24.36,28.99,23.7,Read/Write
1822,18,M,4th,3.78,Right,24,53,35,41,47,39,46,52,38,54,76,54,87,52,20.42,22.47,24.15,32.97,Kinesthetic
1823,22,M,2nd,3.35,Balanced,30,49,33,39,56,29,42,50,42,63,72,48,70,38,20.41,22.69,23.97,32.93,Kinesthetic
1824,24,F,3rd,3.9,Left,33,57,44,77,74,64,82,81,64,59,57,32,65,73,18.8,29.46,31.22,20.52,Read/Write
1825,22,F,1st,3.07,Right,43,70,55,68,52,54,69,73,45,49,73,56,72,57,24.03,24.03,26.54,25.41,Read/Write
1826,25,M,1st,2.8,Left,38,54,31,76,70,57,57,51,58,51,81,71,62,31,18.07,29,23.45,29.47,Kinesthetic
1827,22,M,1st,3.97,Left,56,65,52,48,57,37,33,70,53,66,70,51,82,55,26.12,21.6,24.06,28.22,Kinesthetic
1828,21,F,4th,3.09,Balanced,39,56,58,63,56,44,61,81,71,62,59,27,72,84,22.56,23.87,31.54,22.03,Read/Write
1829,23,F,4th,2.3,Right,54,80,60,47,66,21,70,79,42,49,72,60,68,76,27.62,19.52,27.2,25.66,Visual
1830,21,M,2nd,2.61,Balanced,60,70,67,36,51,34,62,67,57,52,48,50,77,96,30.07,18.84,28.43,22.66,Visual
1831,23,M,4th,2.83,Right,62,70,35,66,63,67,73,83,64,50,70,35,58,42,22.84,26.04,29.72,21.4,Visual
1832,18,M,4th,3.51,Right,45,66,53,43,56,60,57,62,55,44,55,47,63,70,25.74,24.58,26.94,22.74,Read/Write
1833,22,F,1st,3.94,Balanced,55,77,43,34,59,45,77,70,61,60,69,54,87,100,25.22,19.82,29.07,25.89,Read/Write
1834,21,M,2nd,3.27,Left,54,58,31,39,55,32,66,85,54,28,59,43,93,35,23.54,20.93,33.83,21.7,Read/Write
1835,22,F,1st,2.92,Right,65,72,39,59,59,56,46,68,90,58,49,44,55,56,25.39,24.59,28.78,21.24,Read/Write
1836,21,F,4th,2.2,Balanced,64,65,48,49,60,34,73,53,32,59,63,53,84,59,27.09,22.23,23.95,26.73,Visual
1837,20,M,2nd,3.11,Balanced,40,63,49,49,61,33,66,81,62,53,53,33,86,74,23.73,22.41,32.37,21.49,Read/Write
1838,23,F,1st,2.33,Balanced,60,60,53,50,51,35,46,79,62,60,66,53,73,50,25.38,20.12,28.06,26.44,Read/Write
1839,24,M,3rd,2.68,Right,54,74,50,40,73,48,61,57,50,57,52,42,74,52,27.26,24.93,25.16,22.65,Visual
1840,25,F,4th,3.69,Balanced,59,53,52,51,57,59,58,73,65,79,74,36,70,60,22.66,23.2,27.48,26.65,Read/Write
1841,25,M,1st,2.97,Left,27,56,48,52,48,23,48,64,30,62,72,59,73,32,22.37,20.78,24.41,32.44,Kinesthetic
1842,18,M,4th,3.77,Right,38,62,38,43,49,40,49,76,61,34,57,44,82,65,23.6,22.06,31.43,22.91,Read/Write
1843,20,F,3rd,3.49,Right,87,76,70,67,64,60,50,76,46,71,58,66,91,88,29.28,24.06,22.36,24.29,Visual
1844,20,M,2nd,2.28,Balanced,50,63,54,36,43,39,61,70,51,64,59,32,56,51,26.84,18.9,29.32,24.94,Read/Write
1845,20,M,2nd,3.22,Balanced,51,61,26,83,78,45,43,55,46,79,64,59,82,95,20.4,29.9,20.92,28.78,Aural
1846,25,M,2nd,3.94,Balanced,54,74,63,45,62,33,53,75,53,43,66,47,83,64,28.36,21.13,27.09,23.41,Visual
1847,22,M,1st,3.12,Balanced,75,71,76,31,58,31,71,75,50,46,50,56,90,85,31.71,17.99,28.53,21.77,Visual
1848,25,F,4th,3.46,Right,53,50,38,77,76,60,69,66,45,24,45,36,50,84,21.96,33.19,28.13,16.71,Aural
1849,19,M,1st,3.08,Balanced,62,62,56,69,80,73,74,71,50,63,57,48,71,100,23.47,29.08,25.58,21.87,Visual
1850,25,F,2nd,2.34,Balanced,57,61,56,76,76,39,88,84,75,45,59,24,72,88,23.32,25.96,33,17.72,Read/Write
1851,23,F,2nd,2.17,Balanced,53,53,26,54,65,45,64,57,47,36,50,61,62,83,21.82,27.07,27.26,23.86,Read/Write
1852,18,M,4th,3.14,Left,49,74,59,63,67,43,62,63,39,67,78,49,65,67,25.61,24.2,22.92,27.26,Kinesthetic
1853,24,M,4th,2.54,Right,51,71,56,59,60,28,51,65,57,59,67,47,88,73,26.58,22.01,25.66,25.75,Visual
1854,25,M,2nd,3.54,Balanced,55,57,35,51,76,75,48,57,20,47,52,41,65,30,23.9,32.73,20.73,22.65,Visual
1855,21,M,1st,2.9,Right,66,78,75,72,67,69,63,79,54,35,69,56,92,49,27.82,26.15,25.25,20.78,Visual
1856,18,F,3rd,2.33,Left,47,54,27,71,73,47,57,65,49,60,72,65,97,63,18.84,27.78,24.86,28.52,Kinesthetic
1857,19,M,4th,2.73,Balanced,52,59,43,52,56,50,86,77,69,46,80,64,91,50,21.06,21.42,31.24,26.27,Read/Write
1858,19,M,1st,2.92,Left,52,72,34,49,62,59,45,66,59,44,57,38,62,88,25.18,26.38,26.57,21.86,Read/Write
1859,22,M,1st,2.15,Left,62,70,55,70,69,32,47,57,45,64,72,48,53,51,26.95,24.86,21.53,26.66,Visual
1860,24,M,2nd,2.29,Balanced,55,54,31,65,78,51,72,72,59,49,74,50,92,90,19.68,27.41,28.28,24.63,Read/Write
1861,23,M,2nd,3.73,Left,64,88,56,61,64,24,70,68,62,48,78,57,68,37,28.28,20.29,26.53,24.9,Visual
1862,22,M,2nd,3.99,Right,67,64,67,46,46,45,34,48,49,51,66,58,99,79,30.65,21.29,20.54,27.53,Visual
1863,21,M,2nd,2.02,Balanced,33,54,47,45,46,37,43,48,48,55,58,47,67,89,24.14,22.76,24.62,28.48,Kinesthetic
1864,23,M,3rd,3.78,Right,91,83,64,55,52,42,68,80,72,51,68,76,86,35,29.64,18.56,27.52,24.28,Visual
1865,22,F,1st,2.21,Left,31,54,56,75,75,46,42,58,37,57,71,45,79,40,21.69,30.15,21.33,26.83,Aural
1866,20,M,4th,2.96,Left,31,51,46,65,78,65,62,74,49,36,59,34,55,43,19.67,31.74,28.44,20.16,Aural
1867,20,M,2nd,3.44,Left,38,56,38,51,63,59,58,62,37,64,80,61,99,65,19.98,25.73,23.56,30.73,Kinesthetic
1868,22,M,2nd,2.82,Balanced,41,45,43,50,50,42,60,75,51,37,58,47,62,82,21.33,23.51,31.26,23.9,Read/Write
1869,22,M,3rd,3.33,Left,26,53,28,54,47,26,57,72,51,39,57,48,81,35,19.65,22.49,32.16,25.7,Read/Write
1870,25,M,2nd,3.37,Left,71,72,55,62,68,42,71,69,65,45,67,46,50,66,26.91,23.6,27.64,21.86,Visual
1871,25,M,3rd,3.83,Left,71,65,56,69,70,70,41,57,43,64,60,57,50,78,26.48,28.79,19.83,24.91,Aural
1872,19,M,3rd,2.47,Balanced,46,60,57,52,64,49,45,65,46,60,74,57,96,72,23.99,24.43,23.3,28.28,Kinesthetic
1873,24,F,4th,3.94,Right,56,67,61,46,61,45,62,78,38,32,56,29,58,92,28.72,23.99,28.4,18.89,Visual
